Epoch,Train Loss,Valid Loss
1,0.305314324404064,0.3068715035915375
2,0.09074791991396954,0.09118472577797042
3,0.018717620227681964,0.01848073521008094
4,0.01864867118236266,0.018215782422986295
5,0.018038334815125717,0.017565138844980135
6,0.017226469899086577,0.01709137401647038
7,0.017212737155588048,0.0170348952524364
8,0.016506678914945377,0.016102740437620215
9,0.016288283232011293,0.016134901851829555
10,0.015601039471987047,0.015439086334986819
11,0.01546663060588272,0.015179962644146549
12,0.01464641373604536,0.014852797509067588
13,0.015138625461412104,0.014770523800204197
14,0.014983038516028932,0.014766105502429936
15,0.014733732334877314,0.014454475086596277
16,0.014613864502232326,0.014333227028449377
17,0.014409747807995268,0.014260572898719046
18,0.014411806815156811,0.0142280672573381
19,0.014254124933167509,0.0141760538228684
20,0.014164825509253302,0.014117676143844923
21,0.01444581190222188,0.013987478955338398
22,0.013947730834938978,0.01389303296390507
23,0.01429304897196983,0.013894655483050479
24,0.013847141085486663,0.013723486775739325
25,0.0137398929188126,0.013596536488168769
26,0.013739096098824552,0.013542183053990206
27,0.013414870898582433,0.013445605886065297
28,0.01316564819334369,0.013332289333144823
29,0.013170720176085046,0.013116850465950038
30,0.01335757407114694,0.01300642303087645
31,0.013026229645076551,0.012831250153895881
32,0.012776942580546203,0.012714105865193738
33,0.012795633440347095,0.012502202660673194
34,0.012843219073195206,0.012457612332784467
35,0.012653536016219541,0.012349260919209983
36,0.01249662482816922,0.012051857283545865
37,0.012229074282865775,0.011919751711603668
38,0.011952633675383894,0.011819802586817078
39,0.01202214989615114,0.01171893316010634
40,0.012041649192963777,0.011599326609737344
41,0.011691473130332796,0.011507147871371772
42,0.011720589852254642,0.011406391859054565
43,0.011822810445569064,0.01145692692241735
44,0.011186810651499974,0.01126879614053501
45,0.011642045292415117,0.011296259187575843
46,0.01135486839829307,0.011106908787041903
47,0.011175872561962981,0.011034773093544774
48,0.011163170841571531,0.010972546206580268
49,0.010968480602298913,0.01093418032137884
50,0.011080087162554264,0.010922415958096584
51,0.011089055651896879,0.01082998990184731
52,0.011160922285757567,0.010765039051572481
53,0.010875564754793518,0.010739034300463067
54,0.010731586549235018,0.01066248615582784
55,0.010647185293859556,0.010673466190281842
56,0.010675742781083835,0.010600948395828405
57,0.010549863457287612,0.0105728964942197
58,0.010646090156545765,0.010560482843882509
59,0.010650957101269773,0.010514571383181546
60,0.010581129622694693,0.01046869821018643
61,0.010671946661252724,0.01046804121385018
62,0.010625952119497876,0.010425488361053996
63,0.010451122922332664,0.010414742036826082
64,0.010508466315896888,0.010378088698618941
65,0.010489694872184804,0.010349733030630482
66,0.010674021893033856,0.010329411572052373
67,0.010436534734540865,0.010305831622746255
68,0.010380300006976253,0.01029291469603777
69,0.010357256243495564,0.010256894088039795
70,0.01036894267522975,0.01024998403671715
71,0.01051354329836996,0.010240371028582254
72,0.01033817947302994,0.010202950694494776
73,0.010633388436154315,0.010197005286398862
74,0.01026361092532936,0.010172380910565456
75,0.0103481033032662,0.010150403508709537
76,0.010413071483765779,0.010139943617913458
77,0.01020992155137815,0.010130606281260649
78,0.010346750630752036,0.010114542932973968
79,0.01014679307608228,0.010106232793380817
80,0.010263890077016856,0.010097888143112263
81,0.010130752515243856,0.010076524379352728
82,0.010269579281540294,0.010069031113137802
83,0.010238004407208217,0.010070844191230006
84,0.010044014865630552,0.010055970038390823
85,0.009996824505689898,0.010049249562952254
86,0.010294530638738683,0.010040936370690664
87,0.010063221236984981,0.010035035148676898
88,0.010179469705020127,0.010033789556473494
89,0.01022401947135988,0.01001883934562405
90,0.009841772188481531,0.010021177793128623
91,0.01003743742445582,0.010011050281011395
92,0.01009074446598166,0.010015075250218311
93,0.01008760027195278,0.010004050305320157
94,0.010243534159503485,0.01000061926121513
95,0.010243412352314121,0.009995863462487856
96,0.010126702242383831,0.01000206017245849
97,0.010180654984555747,0.009989391029294994
98,0.010106348628668408,0.009992841320733229
99,0.01020917316016398,0.009987289189464517
100,0.010304466527151434,0.009989908275504908
