Epoch,Train Loss,Valid Loss
1,0.06269442312121391,0.06257342802286148
2,0.06225888953208923,0.06205172780752182
3,0.05354156953692436,0.05334466879963875
4,0.04694951498508453,0.04684398886561394
5,0.04500625960230827,0.044944065165519714
6,0.04107461724877357,0.04076273180246353
7,0.036401128858327865,0.03620150353312492
8,0.033992610549926756,0.03391288746595383
9,0.032162183833122256,0.03216916577219963
10,0.03107856066226959,0.030930999594926834
11,0.030508950170874596,0.030584803509712218
12,0.029592630290985106,0.029574288535118103
13,0.028594744977355004,0.02858097389638424
14,0.028241789850592613,0.028219528210163117
15,0.027306169411540033,0.027244858679175376
16,0.0270736065864563,0.027061186805367468
17,0.027908638569712638,0.027905743026733397
18,0.026283084639906883,0.02624100669026375
19,0.026005501353740693,0.02585653369128704
20,0.025074550914764404,0.025074877017736436
21,0.024850755193829538,0.024926975855231286
22,0.024702351841330527,0.024757822820544242
23,0.024106194862723352,0.024181824684143066
24,0.02383436878621578,0.02394617270231247
25,0.023886909255385398,0.023838579478859902
26,0.023526048827171325,0.023445260691642763
27,0.023538221001625063,0.023441268503665923
28,0.022816519927978517,0.02281925702393055
29,0.02260703957080841,0.022682906413078307
30,0.022549476599693297,0.022538625362515448
31,0.02267926077544689,0.022694693312048913
32,0.02203149542212486,0.022080272981524467
33,0.022002688321471214,0.022044268158078195
34,0.021817043495178223,0.021765708738565447
35,0.021951338842511176,0.022024770683050157
36,0.021568448638916014,0.021539015251398088
37,0.022015503644943236,0.02199839644730091
38,0.021399687549471854,0.021429232728481292
39,0.02120659310519695,0.02122533540725708
40,0.0214451585739851,0.021470527291297913
41,0.021402729311585426,0.021420039728283883
42,0.021302641424536705,0.021380696639418603
43,0.021038515615463257,0.021124809697270392
44,0.020937139344215393,0.02096424542963505
45,0.021141725489497186,0.02115442705154419
46,0.020717218688130378,0.02077548657357693
47,0.020814947205781937,0.020765276935696603
48,0.020558015072345732,0.02057769432067871
49,0.02104546176493168,0.020991516831517218
50,0.020750420746207237,0.020727615824341773
51,0.0210976552516222,0.02116891531944275
52,0.020412759199738503,0.02034896221756935
53,0.02102267324626446,0.021054046237468718
54,0.020438936319947244,0.020497380629181862
55,0.020734947854280473,0.020778425523638726
56,0.019997018483281136,0.020023327326774597
57,0.020229124915599823,0.020317044612765314
58,0.020208786535263062,0.02032399718761444
59,0.02036225768327713,0.020299243646860123
60,0.019996844696998597,0.0200426545470953
61,0.019959551453590393,0.01996923868358135
62,0.019896598252654076,0.019927411803603173
63,0.02120443135201931,0.021220966425538064
64,0.01988433664739132,0.019972033178806303
65,0.019784373354911806,0.01984421786367893
66,0.02057775363624096,0.02069058468937874
67,0.019945847043395044,0.02007503788471222
68,0.01971393958032131,0.01988442599773407
69,0.01968184814155102,0.019711390236020088
70,0.01972085141837597,0.019750542590022086
71,0.0204630565315485,0.02043563474416733
72,0.019298767426609992,0.019363051089644433
73,0.01954636951684952,0.019625870534777642
74,0.01965939638912678,0.01964873644709587
75,0.01973664598762989,0.01984047921001911
76,0.019462296625971796,0.019552790251374245
77,0.019896646013855934,0.020036544463038444
78,0.01927906362116337,0.019278938883543015
79,0.01946841352880001,0.01955561683475971
80,0.019735179528594018,0.01973763761818409
81,0.019191504922509192,0.019090033143758775
82,0.019265443417429924,0.019268076315522194
83,0.01899661178290844,0.019015010982751848
84,0.019127798679471016,0.019202123987674714
85,0.018915947094559668,0.018972315075993538
86,0.019006078934669494,0.019050748544931412
87,0.018851808723807335,0.018944695833325385
88,0.019505553868412972,0.019615840557217597
89,0.019331717216968535,0.019404729461669924
90,0.018667418649792673,0.01869350511431694
91,0.01955322378575802,0.019656998690962792
92,0.018858594879508018,0.018965786850452422
93,0.018730664137005807,0.01872481387257576
94,0.019351996019482613,0.019349231487512587
95,0.01880069292485714,0.01892274578511715
96,0.018967502439022066,0.019028631541132927
97,0.01860520992577076,0.018621539768576622
98,0.018580383601784708,0.01867224003970623
99,0.018818193623423577,0.018896230164170264
100,0.018682852852344514,0.018759470400214195
101,0.018828113767504692,0.018922171270847322
102,0.018922322249412538,0.019036886471509935
