Epoch,Train Loss,Valid Loss
1,2.4478731081554583,2.4474490510315454
2,2.3253988273500457,2.313192609979325
3,2.208918652071415,2.1981233468576638
4,2.1124685646667882,2.0953699129970134
5,2.0143208804093007,1.9830054976359135
6,1.8898944499924426,1.8772958436933886
7,1.8020944530256777,1.7858934222149248
8,1.7406193379654973,1.7040979872230722
9,1.6937996441297956,1.6453362893657524
10,1.6506924857617675,1.5972642828436459
11,1.5663321603940228,1.5255566775297917
12,1.5142822378263698,1.461897433304987
13,1.4523650623056206,1.4051433100419886
14,1.4295926813065536,1.3786666403297616
15,1.3698589935703227,1.317553226687327
16,1.3068465715943984,1.2776645046322286
17,1.2776772705588755,1.220931333654067
18,1.2061069754164988,1.1863055925409334
19,1.1817810704388956,1.1496949356143213
20,1.162775747403698,1.1226139268955262
21,1.125567423421254,1.0914501272329764
22,1.0806939042459323,1.0619486460164815
23,1.0791687383426456,1.0354382686254358
24,1.052401274114143,1.0037563468227868
25,1.0058844161315228,0.9775647230508948
26,1.014616045958101,0.9662862359976568
27,0.9644170255485796,0.9324219547399953
28,0.9388589136243806,0.9203147347233877
29,0.9181344824825998,0.8928134621692305
30,0.9136584489051438,0.8761815578997636
31,0.8701347282552344,0.8573944728915431
32,0.8600934457825864,0.835463794840484
33,0.841551355802481,0.8159889789188609
34,0.8515042802167376,0.8204015175334546
35,0.8147303385997382,0.788826706780105
36,0.8245528383204943,0.7839786916219887
37,0.7883630259456285,0.7693983020902682
38,0.7638021154353625,0.7411790470115277
39,0.77804117665829,0.7343848287558356
40,0.7520244939746507,0.7265575753540552
41,0.7242073901682076,0.7141267168922585
42,0.744442053573338,0.6909236336956505
43,0.6910166132168507,0.7100404936726353
44,0.7274894206855553,0.6834737192682859
45,0.6828545994020196,0.6675653179653552
46,0.6528304335326347,0.6609520656721932
47,0.6501215487327475,0.6555464210129586
48,0.6599007685353436,0.6461076551124829
49,0.6465979613657072,0.641298301831013
50,0.6273708171106073,0.6248731535522878
51,0.6159274608287911,0.6023103191572077
52,0.628788090565699,0.5914460981593412
53,0.6065808236755411,0.5984302669012246
54,0.5807730074942581,0.5806687404127682
55,0.5858956663001553,0.5854051413656283
56,0.5899416308507832,0.5663606905135787
57,0.5614152219821149,0.5717449335991835
58,0.5787544081530233,0.5833516296218423
59,0.5355628802707502,0.5331552146362657
60,0.5401011048965254,0.5529779759274811
61,0.5131099920573197,0.5367497496244287
62,0.543923500391442,0.5354777797430503
63,0.5483193210103693,0.5590358614420691
64,0.5082095735498614,0.5219328946927014
65,0.5173583259654483,0.49707906286255654
66,0.47245513480792206,0.4909553026952663
67,0.4792991788368525,0.504590006185179
68,0.4842942464382943,0.4782009034597573
69,0.4709431304002371,0.49481605356480896
70,0.45236803063257475,0.4722145991165097
71,0.46020190889050017,0.5145137850977793
72,0.44122718638322483,0.4781670259828327
73,0.43743626041988065,0.4723663673180492
74,0.4871000096201897,0.6092325959886823
75,0.44109937744190686,0.4696711689985099
76,0.4156628595718874,0.43384346303318727
77,0.4183953382837491,0.4324034188224488
78,0.40049546947629433,0.45933563468836935
79,0.408305809863909,0.4483468691591455
80,0.40242144799769275,0.45201283292610106
